2017-07-23,2758.96333333
2017-07-24,2739.91500000
2017-07-25,2645.97666667
2017-07-26,2517.93208333
2017-07-27,2572.83416667
2017-07-28,2753.97875000
2017-07-29,2744.08083333
2017-07-30,2705.54125000
2017-07-31,2780.46666667
2017-08-01,2795.40333333
2017-08-02,2711.18791667
2017-08-03,2740.11625000
2017-08-04,2829.12583333
2017-08-05,3129.35875000
2017-08-06,3228.33916667
2017-08-07,3288.06500000
2017-08-08,3413.94916667
2017-08-09,3355.38375000
2017-08-10,3376.86416667
2017-08-11,3478.18375000
2017-08-12,3764.09750000
2017-08-13,4029.33583333
2017-08-14,4164.63083333
2017-08-15,4219.79416667
2017-08-16,4186.85500000
2017-08-17,4365.02208333
2017-08-18,4270.07291667
2017-08-19,4106.46666667
2017-08-20,4135.05416667
2017-08-21,4064.16708333
2017-08-22,3940.54086957
2017-08-23,4153.50750000
2017-08-24,4195.73083333
2017-08-25,4367.88333333
2017-08-26,4329.96208333
2017-08-27,4358.87166667
2017-08-28,4320.80958333
2017-08-29,4455.28125000
2017-08-30,4566.44541667
2017-08-31,4641.84333333
2017-09-01,4770.41083333
2017-09-02,4690.33000000
2017-09-03,4573.08041667
2017-09-04,4387.41500000
2017-09-05,4229.32916667
2017-09-06,4512.17041667
2017-09-07,4569.53416667
2017-09-08,4478.75000000
2017-09-09,4217.44954545
2017-09-10,4110.94083333
2017-09-11,4162.06833333
2017-09-12,4228.67833333
2017-09-13,3956.85541667
2017-09-14,3653.87416667
2017-09-15,3333.97333333
2017-09-16,3652.20541667
2017-09-17,3581.10444444
2017-09-18,3857.03368421
2017-09-20,3981.42800000
2017-09-21,3820.70720000
2017-09-22,3643.62458333
2017-09-23,3725.71083333
2017-09-24,3720.76708333
2017-09-25,3811.62541667
2017-09-26,3925.04125000
2017-09-27,4015.54583333
2017-09-28,4186.52041667
2017-09-29,4147.07166667
2017-09-30,4266.39666667
2017-10-01,4315.85375000
2017-10-02,4420.55040000
2017-10-03,4334.96833333
2017-10-04,4274.17041667
2017-10-05,4261.89125000
2017-10-06,4364.88291667
2017-10-07,4350.97750000
2017-10-08,4485.48916667
2017-10-09,4648.97833333
2017-10-10,4830.28666667
2017-10-11,4802.86625000
2017-10-12,5090.75708333
2017-10-13,5636.64666667
2017-10-14,5681.70833333
2017-10-15,5646.36083333
2017-10-16,5658.57958333
2017-10-17,5659.02916667
2017-10-18,5421.80666667
2017-10-19,5649.67458333
2017-10-20,5775.57125000
2017-10-21,6088.70583333
2017-10-22,5950.00250000
2017-10-23,5920.25208333
2017-10-24,5707.00375000
2017-10-25,5552.33583333
2017-10-26,5823.46083333
2017-10-27,5851.56625000
2017-10-28,5771.99291667
2017-10-29,5870.14440000
2017-10-30,6122.21416667
2017-10-31,6246.09875000
2017-11-01,6525.77000000
2017-11-02,7002.02708333
2017-11-03,7256.47791667
2017-11-04,7259.48833333
2017-11-05,7473.87083333
2017-11-06,7283.60125000
2017-11-07,7140.05375000
2017-11-08,7375.57375000
2017-11-09,7265.17541667
2017-11-10,6975.51541667
2017-11-11,6561.22458333
2017-11-12,6120.46833333
2017-11-13,6347.70375000
2017-11-14,6593.73500000
2017-11-15,7050.05920000
2017-11-16,7473.93958333
2017-11-17,7846.46875000
2017-11-18,7712.89541667
2017-11-19,7836.85875000
2017-11-20,8115.12541667
2017-11-21,8122.98375000
2017-11-22,8193.77916667
2017-11-23,8190.20208333
2017-11-24,8178.72083333
2017-11-25,8477.98125000
2017-11-26,9080.41125000
2017-11-27,9653.26291667
2017-11-28,9971.60208333
2017-11-29,10603.87666667
2017-11-30,10049.92625000
2017-12-01,10369.58760000
2017-12-02,11108.41666667
2017-12-03,11393.24166667
2017-12-04,11470.62500000
2017-12-05,11834.98750000
2017-12-06,12962.10000000
2017-12-07,15623.30000000
2017-12-08,16400.83750000
2017-12-09,15346.89166667
2017-12-10,14562.49166667
2017-12-11,16751.45416667
2017-12-12,17169.34347826
2017-12-13,16870.14347826
2017-12-14,16535.71851852
2017-12-15,17483.20434783
2017-12-16,18208.19047619
2017-12-17,19453.35555556
2017-12-18,18919.27916667
2017-12-19,18669.49500000
2017-12-20,17010.65416667
2017-12-21,16423.71666667
2017-12-22,13852.92500000
2017-12-23,14836.50000000
2017-12-24,13701.62916667
2017-12-25,14029.86250000
2017-12-26,15552.41250000
2017-12-27,16039.84166667
2017-12-28,14586.68260870
2017-12-29,14766.05833333
2017-12-30,13354.04583333
2017-12-31,13580.11666667
